Name NStars Mean_size FWHM FOCUS Median_E STD_E Median_E1 Median_E2 Median_W STD_W "Model E1" "Model E2" "Model W"
ib6v12nrq_single_sci.fits 1156 2.6503 4.7753 -1.9699 0.019490328169042892 0.011868540204635097 0.01097147621101361 0.0015506157633414838 2.888021380168932 0.10127913188341169 0.008789627792870597 0.0014346757127808802 2.864319231947301
ib6v12nuq_single_sci.fits 1186 2.6308 4.7568 -1.9053 0.019831863627984503 0.011923868703632896 0.009094866633821915 -0.00011745580798581376 2.8708342798476743 0.09822918537747924 0.007200103576509621 0.0003172998985633169 2.8535371359654293
ib6v13yvq_single_sci.fits 1022 2.6651 4.7786 4.205 0.02243767208392242 0.011551557966561125 0.013700801293907916 -0.006829086899461906 2.892702819006224 0.09012285349099101 0.012793801823644726 -0.007582973458037278 2.8828599223724347
ib6v13yyq_single_sci.fits 1077 2.6298 4.7448 3.1521 0.022702855777206873 0.011520823465714996 0.014899961701154275 -0.006510659381863528 2.872279300105913 0.0957727169886939 0.013768986900987963 -0.006715496885722346 2.8603218606564034
ib6v13z0q_single_sci.fits 1059 2.6352 4.7301 1.7009 0.020734727215166705 0.01194090194106587 0.013131206969086111 -0.005429303136859948 2.8754094483327166 0.09902112693351932 0.013185965396387464 -0.006122066455588758 2.860247808357845
ib6v13z3q_single_sci.fits 1116 2.6036 4.6921 1.2614 0.021439011440533597 0.01189424049195674 0.011832967148246831 -0.004388990036348916 2.8552231437134767 0.1008117286472702 0.012140015359211817 -0.004265441376428914 2.8420462981815
ib6v13z5q_single_sci.fits 1056 2.6711 4.7266 4.8924 0.021693637537736878 0.0115786807784046 0.011974377168776692 -0.007135108109685418 2.900871216816787 0.09362497893874629 0.011972618074052262 -0.007782918954285292 2.888877134630788
ib6v13z8q_single_sci.fits 1086 2.6288 4.6845 2.9905 0.02229918793023448 0.011791791881754301 0.0116330637886644 -0.006362134880081343 2.873205710643238 0.1007812447112358 0.011985640160915488 -0.006911599838892647 2.86808928458845
ib6v13zaq_single_sci.fits 1067 2.6351 4.6983 2.2819 0.021102665164004955 0.011688852865597192 0.013074609431562018 -0.005244444904134016 2.8742216638966833 0.0938074308099825 0.012556143697833021 -0.00543805256221766 2.861898888429686
ib6v13zdq_single_sci.fits 1124 2.6078 4.703 1.0812 0.022383059521206925 0.011903178360622825 0.012394433972772248 -0.004707748800573602 2.8610696825786066 0.10299491969276293 0.012301650406845811 -0.004840939613561495 2.8452639254133665
ib6v14d1q_single_sci.fits 1011 2.6801 4.7489 4.8975 0.02248270000747373 0.011590036712893442 0.01515871065185719 -0.0083807673068276 2.9058830417345898 0.091533064469458 0.013198141117117371 -0.00863103184834828 2.883234428237064
ib6v14daq_single_sci.fits 1015 2.6754 4.7607 5.3214 0.02134457161865289 0.01143628522666477 0.013100649708715611 -0.006457889083572031 2.9016213702031735 0.09145109257559393 0.012198558756717843 -0.007030699009433439 2.8821886044303278
ib6v14ddq_single_sci.fits 1016 2.6635 4.7709 4.9433 0.021989687766998174 0.011585001416816811 0.013079522565803518 -0.007189855224056137 2.896222547784152 0.0997501503246266 0.012516101588285703 -0.007410220265934291 2.8791227203889136
ib6v14drq_single_sci.fits 956 2.6401 4.7052 2.8529 0.02136015198269022 0.011393961172922913 0.013895285245809614 -0.005133193242298739 2.878842126308082 0.09344574284742327 0.012725763026227195 -0.0055517626148976025 2.8640226818721652
ib6v14duq_single_sci.fits 1046 2.6182 4.6997 1.9044 0.021247445242549717 0.01169073148389657 0.01330480852548254 -0.004569688733540137 2.861769548036536 0.09754093098432205 0.01232884525582973 -0.00485688385771083 2.852017649539685
ib6v14dwq_single_sci.fits 1054 2.6703 4.7259 5.2913 0.021822729667061704 0.011577318112970377 0.01341468996182614 -0.006699694280682421 2.8984541253204448 0.09324094802319483 0.012385013843593752 -0.006905740615342361 2.8840715359866254
ib6v14dzq_single_sci.fits 1107 2.6256 4.7202 3.5728 0.022390253372432608 0.011641467123695265 0.012906291808373771 -0.006947647045674982 2.8701031702716633 0.10259632598555526 0.012201688032939143 -0.006807851297615407 2.8621089617194815
ib6v14e1q_single_sci.fits 1035 2.656 4.7584 3.0057 0.02278206242172819 0.011667673494973973 0.014677752522016793 -0.005228971101185047 2.8859966170149502 0.09655982495328146 0.013140885499717895 -0.005821507887301131 2.8735677046873827
ib6v14e4q_single_sci.fits 1071 2.62 4.7371 2.0436 0.022521938919462168 0.011958772389846248 0.012840409798510453 -0.00517750399364714 2.864262432163573 0.09884816310971622 0.012111085098066986 -0.005338618841173426 2.8537710893980535
ib6v14e6q_single_sci.fits 1045 2.6723 4.756 5.6152 0.021481033577157038 0.011651769363971162 0.013152862383721898 -0.007058509292034892 2.9003467495540636 0.09767110669231463 0.012169698925155245 -0.008031894411424507 2.8878910515851444
ib6v14e9q_single_sci.fits 1057 2.6261 4.704 4.1059 0.022803578890742103 0.011633542919934906 0.012700775269688214 -0.007125590936871464 2.8694320770185087 0.10007835846981877 0.01268233885659222 -0.007876839226420181 2.8628014149129326
ib6v15caq_single_sci.fits 1045 2.652 4.7564 2.7075 0.020801097539907117 0.011379988224178404 0.01298651092108027 -0.006052698760252132 2.887480018277646 0.0944514730859821 0.012218116397774719 -0.006544244828947284 2.8725608826977296
ib6v15cdq_single_sci.fits 1130 2.6142 4.7329 1.4912 0.02207926107392277 0.011839700298851575 0.012725588235162531 -0.005643386253341379 2.8618121056257033 0.10308322122555544 0.012172710138797397 -0.005499192112663138 2.8454586270374143
ib6v15cfq_single_sci.fits 1078 2.6433 4.7608 0.5772 0.02116547021827484 0.011552717598179328 0.014043648057603834 -0.003935766016541109 2.883158246702537 0.09960951460038127 0.011950622972550635 -0.003923367064983203 2.866652574615511
ib6v15ciq_single_sci.fits 1003 2.5914 4.7487 0.3487 0.02343320974332504 0.011931349041420706 0.011905560699136295 -0.0039022566873543776 2.850509569018414 0.10141604378222165 0.011404469046807305 -0.004781136372732692 2.844405356175805
ib6v15cqq_single_sci.fits 1021 2.6457 4.741 3.2016 0.019999134605606934 0.01133154027986226 0.012215687738450977 -0.00636720548286083 2.881931535786329 0.09663195027825248 0.01121809340469823 -0.00683868428614012 2.8672937898240933
ib6v15ctq_single_sci.fits 1106 2.6204 4.7448 1.6414 0.021477277282012742 0.011514491844350914 0.01271005173752161 -0.005163685832644588 2.8650763715936147 0.0980175019579632 0.01210670505177124 -0.005102883031990655 2.8518756225476922
ib6v15cyq_single_sci.fits 1098 2.6397 4.7553 0.6465 0.02111461904552467 0.011616544590701171 0.013885095108265305 -0.004417345422096857 2.8758096113449154 0.0980060534275252 0.01307128932184587 -0.0048742115841916445 2.86590054512964
ib6v15d1q_single_sci.fits 1134 2.6052 4.7638 0.1459 0.022610055897441157 0.011845173188525116 0.014005071577227326 -0.003760952427700616 2.856018021370359 0.1003445089779275 0.011979160312002069 -0.003959155377067583 2.8448172468352393
ib6v15d5q_single_sci.fits 1055 2.6636 4.7282 3.372 0.022049345035380957 0.011604974763484367 0.01270222599761816 -0.006126305486650168 2.8952951451983213 0.10221317487361255 0.012411542135485778 -0.007168751319660103 2.8791373335334884
ib6v15d8q_single_sci.fits 1092 2.6277 4.684 2.1618 0.02182273266956182 0.011898829744234887 0.01211749192158479 -0.005822186353476417 2.871413217404265 0.09801752623841445 0.011715158352578615 -0.006012258938276524 2.8550248871022967
ib6v15daq_single_sci.fits 1097 2.6365 4.7055 1.0065 0.02065945976306424 0.011954180959496637 0.013295463918472078 -0.004236998499613319 2.8744138565846087 0.09613332403366752 0.01307647375251074 -0.004188247848062361 2.8617474037385553
ib6v15ddq_single_sci.fits 1112 2.6076 4.7121 0.401 0.021428737415629624 0.012225997933941185 0.012746031149885149 -0.004513996371011541 2.855018100936845 0.09868655543469433 0.011567414831318967 -0.004135263891442429 2.8439421385094708
ib6v16hjq_single_sci.fits 1056 2.6557 4.7521 1.7975 0.020618036560685976 0.011459086731463316 0.012688306978487971 -0.0061000151337092575 2.8843966425466494 0.0927279073890937 0.011114991706598694 -0.006297505259125074 2.8653103147745806
ib6v16hsq_single_sci.fits 1045 2.6586 4.7405 2.3223 0.021146750149637683 0.01128057220896061 0.014027738085778325 -0.0061135444792465785 2.8899774743487985 0.0890353349552195 0.012646335232152842 -0.0062591179527357235 2.8741432529657223
ib6v16hwq_single_sci.fits 1043 2.6588 4.7781 2.7403 0.021190820415886505 0.011557088242486309 0.01386173073175213 -0.006201442069846674 2.8871522916553714 0.08853690130041686 0.012263383714720523 -0.005982250269665095 2.8703582196434754
ib6v16hzq_single_sci.fits 1034 2.6399 4.7399 0.2384 0.02018233906939941 0.011410483258693333 0.013377296031829494 -0.004672779812741478 2.876584862964877 0.09397898191856922 0.01287355086535432 -0.004926647843745235 2.8624211459568376
ib6v16ikq_single_sci.fits 1018 2.6388 4.7151 2.9076 0.020100832244434357 0.011129569191716123 0.011672807390048334 -0.0070571792620978645 2.8761740717942317 0.09551694586441054 0.010908293681090343 -0.007124272215163261 2.8625010349431608
ib6v16inq_single_sci.fits 1092 2.6125 4.7105 1.5731 0.02038305003044802 0.011281553152085903 0.011866051737292724 -0.0057765285544284905 2.8610586262835214 0.09781593414125624 0.011238062642110802 -0.005382761724724579 2.847862929341005
ib6v16ipq_single_sci.fits 1042 2.6362 4.7393 0.9603 0.020669251590829836 0.011363306890907357 0.013359865452089345 -0.004453693987139708 2.879471008809939 0.11462531065754483 0.01289199132658379 -0.003916159476517508 2.85727781470022
ib6v16isq_single_sci.fits 1073 2.6078 4.7491 0.259 0.022171505662702127 0.011961710447311268 0.013416333445412112 -0.003677743640854637 2.8604068071933995 0.10539981276314322 0.011891751376544496 -0.003304027280905724 2.841482254331331
ib6v16iuq_single_sci.fits 1061 2.6606 4.7961 3.3069 0.020731497962470955 0.011044401467807254 0.013953802220197225 -0.006679507182478657 2.8907069614887564 0.10256954070805663 0.01166160775652811 -0.007006785153764375 2.8775156978619125
ib6v16ixq_single_sci.fits 1096 2.6269 4.7699 1.7385 0.021950799826854696 0.011333082022076783 0.013690928599637584 -0.005821625006183865 2.8703502242333774 0.10116943919500652 0.011857711757814698 -0.005783106353215281 2.8566125736381345
ib6v17msq_single_sci.fits 1063 2.6511 4.7651 2.0272 0.020246383973491964 0.011448913086419647 0.013944627881721353 -0.005353235433195464 2.883264993368412 0.08939291666381195 0.013064891727980052 -0.005679623883159024 2.8682481439270893
ib6v17n1q_single_sci.fits 1082 2.6526 4.7426 3.0078 0.022482947094176017 0.011441532579156338 0.014985724359983531 -0.005962014479433858 2.886061222236548 0.09934953670628158 0.012615112684595817 -0.005948448490448186 2.8656239773935956
ib6v17n5q_single_sci.fits 1021 2.6499 4.7548 2.5643 0.02098935409085095 0.011416814865881936 0.013476312027192718 -0.005713100929403727 2.8836016374206888 0.08744022741930953 0.012273923400447917 -0.006049393308447833 2.867493936815662
ib6v17n8q_single_sci.fits 1023 2.6393 4.7287 0.4492 0.020988912193007244 0.011495797133444143 0.01447478910098439 -0.004112440326062373 2.874024743540161 0.0926536995666898 0.012468867880951466 -0.004067551126473821 2.8598734169783517
ib6v17nrq_single_sci.fits 1057 2.6411 4.7419 3.1647 0.02075878029503359 0.011545827138526596 0.012095685350780734 -0.006598238913301974 2.878182090516199 0.09349391677702096 0.012090859418575845 -0.007356657050993813 2.8610713880116876
ib6v17nuq_single_sci.fits 1104 2.6147 4.7302 1.9026 0.020632590905521206 0.011644026012345172 0.01228596466722823 -0.004741528417721392 2.8620526146779315 0.09569586225342551 0.011701373162638546 -0.005185262063854861 2.8460948498389955
ib6v17nwq_single_sci.fits 1028 2.6365 4.737 0.8534 0.020700842418363917 0.01132443832801316 0.012968076752394458 -0.003980441770351157 2.8756836174369225 0.08987061678417127 0.012509419905905431 -0.003657020839656637 2.857950504867171
ib6v17nzq_single_sci.fits 1102 2.6075 4.7112 0.4281 0.02212271927104819 0.011758104052474079 0.012331641808107432 -0.00307000650408111 2.8552200958794955 0.09493076164232744 0.01161101497286343 -0.0030386548824911964 2.8463708653428004
ib6v17o1q_single_sci.fits 1067 2.659 4.7317 3.4508 0.022116982581580874 0.011940553652921512 0.012914558052353775 -0.006486471077368122 2.890767773363579 0.10776249108059491 0.012734699953092676 -0.006272010085143832 2.874259386898297
ib6v17o4q_single_sci.fits 1072 2.6245 4.7023 2.0433 0.021939254682031818 0.012055334850194374 0.013877461497934986 -0.005876177204424253 2.8662654150591966 0.09516584744653397 0.013175684527655074 -0.005856979512263353 2.855528524479345
ib6v18svq_single_sci.fits 992 2.6551 4.752 2.2271 0.020370652350533813 0.011413433775764694 0.013727832022021502 -0.0062007405173216896 2.883798316294219 0.08989114298400395 0.012565454238058063 -0.006568927608024702 2.8691420814969915
ib6v18syq_single_sci.fits 1080 2.6169 4.7408 1.2052 0.02087949744669699 0.011591921746701277 0.01284653120390386 -0.005120881816459815 2.8585384777480756 0.0906700988602049 0.012030882332638815 -0.005155814267419982 2.844986193708442
ib6v18t0q_single_sci.fits 1021 2.6468 4.7735 0.5244 0.021229373176417574 0.01153812717454507 0.01423832523010574 -0.004352669120124284 2.882524196057613 0.09214509812220717 0.012597128039610935 -0.005171040245882332 2.860147083233273
ib6v18t3q_single_sci.fits 995 2.586 4.7299 -0.4099 0.021483279930630816 0.011892107980186813 0.010867345537940958 -0.004242718219669639 2.8405212009105743 0.09667783058260107 0.010744325032779124 -0.0033402816723444653 2.842259952544277
ib6v18t5q_single_sci.fits 1056 2.6423 4.7511 1.8913 0.02138635732961646 0.011514283591781914 0.013661382886708382 -0.00601852228437633 2.87898290228995 0.09789109101558824 0.012445544590004074 -0.006867909176863608 2.862788444942293
ib6v18t8q_single_sci.fits 1097 2.6228 4.7379 1.4993 0.021022196127566735 0.011613578552463897 0.013256284409281595 -0.005389414828253009 2.8674711311881014 0.09824552041781436 0.012107144161818037 -0.005030666737333902 2.852038159439662
ib6v18taq_single_sci.fits 1049 2.6377 4.775 0.8542 0.020357793038821438 0.01147113196491227 0.013353633312551258 -0.004184744822837959 2.8765032074462096 0.09343490757302707 0.011695098675915182 -0.0045606179133621475 2.8577025475861793
ib6v18tdq_single_sci.fits 1126 2.6128 4.7624 -0.0653 0.02098390287094081 0.011759650888126225 0.013028824490904088 -0.0037019764951159925 2.857649662209128 0.09360536435344334 0.010393670171172001 -0.004138356785400922 2.8407917942352343
ib6v18tfq_single_sci.fits 1040 2.6477 4.7137 2.347 0.021115610975355664 0.011212726900283134 0.013532279606273765 -0.0061890374038474 2.8835317599683696 0.09736916018171356 0.010814454132553135 -0.006399617407987973 2.859532039844448
ib6v18tkq_single_sci.fits 1046 2.632 4.7312 1.0119 0.020627111263094626 0.011288761942506676 0.013590085480968083 -0.004691100453991957 2.8724185625115326 0.09806922145122858 0.011724602987833992 -0.004452855281393998 2.8512957137683856
ib6v18tnq_single_sci.fits 1125 2.6104 4.7165 0.3649 0.02190634035460077 0.011731610318729572 0.013579338364846988 -0.00426308361540886 2.8573705435797887 0.10255628202842772 0.011483313541722459 -0.0038026988095342805 2.842008749692007
ib6v19btq_single_sci.fits 1011 2.6357 4.7461 -0.5872 0.018164359431124877 0.011498991913746419 0.011781767943549137 -0.0025815941670651694 2.8700868444957885 0.08652494685133606 0.010877667169941282 -0.0023726715021946438 2.856173797152651
ib6v19bzq_single_sci.fits 956 2.6477 4.8166 -1.8807 0.01931143274161968 0.011641544143650432 0.012698096581683489 -0.0010272642678719728 2.880661912157536 0.08803492783937905 0.011499621360277434 -0.0009786585026562026 2.8606654679392576
ib6v19chq_single_sci.fits 1003 2.6379 4.7703 -0.5913 0.01845150524663164 0.011415839739717503 0.01164339285639451 -0.0025338147400957595 2.8725224305323684 0.08523594813350353 0.011884200615229403 -0.0023834054100695095 2.8573776366314236
ib6v19clq_single_sci.fits 954 2.6475 4.8185 -1.7647 0.01870824723974738 0.011482916554777855 0.012680042931001945 -0.0009407924858322485 2.8801878018605516 0.08559278073397891 0.011663852531020102 -0.0008216463998189207 2.8652786226112203
ib6v19d4q_single_sci.fits 1023 2.6342 4.7751 0.5741 0.01974641577158645 0.011484318554297896 0.013261824586325646 -0.0033021555221849127 2.8692777352705314 0.09741020571296524 0.012691660616925974 -0.0029547858595136197 2.852760049455613
ib6v19d7q_single_sci.fits 1060 2.6182 4.7678 -0.4193 0.02034309861595606 0.011938080004043767 0.013261300475012554 -0.002443084827006032 2.858727348853594 0.08417600987870963 0.01249930672211956 -0.0019101000920196138 2.840379145732012
ib6v19d9q_single_sci.fits 1040 2.6362 4.777 -0.814 0.01991602739584058 0.0120752422429108 0.01319461876815032 -0.0009569067930403452 2.8747942677975846 0.09927654025551579 0.011844118771875245 -0.0018541851790520635 2.8579082429876976
ib6v19dcq_single_sci.fits 1115 2.6204 4.8002 -0.9754 0.019832629835489692 0.011927576553168446 0.011271470235814178 -0.0001514673423613378 2.862727283039445 0.09507765031090068 0.009706275201911875 0.00020811347027527259 2.8454953015327273
ib6v19deq_single_sci.fits 1084 2.65 4.7889 0.8548 0.01890549710487787 0.01158956588908545 0.012308814821202952 -0.0020359172108923244 2.8794679435944355 0.0963810941813694 0.011123179996914135 -0.0019390836135583745 2.862166123081412
ib6v19dhq_single_sci.fits 1129 2.6258 4.765 0.2629 0.01965748792989648 0.011721081424885245 0.011472627472475525 -0.0009079934117327686 2.8660298312641905 0.09800354963784509 0.010212532321286367 -0.0005767179111482287 2.848887122461122
ib6v20ddq_single_sci.fits 1051 2.6561 4.8255 1.2325 0.02081141784232236 0.011325175330166129 0.013798712007382929 -0.004932995439253292 2.884710809518714 0.08929408517537174 0.01243914945364237 -0.005182933061968175 2.8660470053910174
ib6v20dhq_single_sci.fits 1047 2.6546 4.7536 2.7015 0.020969875961752368 0.011451234182652596 0.013507463209842962 -0.0056860669549944065 2.8860244772663943 0.09274343062810848 0.01319030192952604 -0.005529661896887104 2.8696922627659784
ib6v20dlq_single_sci.fits 1007 2.6428 4.8002 0.9464 0.021232151794611277 0.011431888604412913 0.014522562377905888 -0.004614015390412312 2.878231991037744 0.09681748806239586 0.013278342710051617 -0.00486278482623147 2.8572986555177704
ib6v20doq_single_sci.fits 1075 2.6495 4.7348 2.1567 0.021235823865036203 0.011578764557364216 0.014026982820612996 -0.005778109917472799 2.8832340589371435 0.09126367517563148 0.012772858757000122 -0.00495819601415089 2.868594244079781
ib6v20e7q_single_sci.fits 935 2.6354 4.7467 1.0658 0.020750113681939148 0.01148947282731975 0.013534792502626089 -0.0041124993142598225 2.87190443140137 0.09271360477953934 0.012354555735758525 -0.0041761491705275535 2.85626710954952
ib6v20eaq_single_sci.fits 1039 2.6175 4.7426 0.5144 0.02101780276860267 0.011801330765868477 0.013331725397287598 -0.003187393926247537 2.858498034298919 0.1035702967992234 0.012021064556653074 -0.0034061917306778514 2.8447661389396877
ib6v20ecq_single_sci.fits 1084 2.6354 4.7266 2.818 0.020407270344843957 0.01148987493862404 0.013098562243576882 -0.005978985575905119 2.8741089931564288 0.0949905175520472 0.010394760797124973 -0.005521973012720925 2.861184908642872
ib6v20efq_single_sci.fits 1121 2.6038 4.7076 1.9526 0.022089590634463988 0.011859072561053499 0.01199827556307152 -0.005258819249142102 2.85213070451341 0.09412111359387734 0.010892482855951825 -0.004937813398844593 2.852169183836008
ib6v20ehq_single_sci.fits 1063 2.6429 4.7619 1.2259 0.0210237793800103 0.011616752303488883 0.01387768437338396 -0.004391950135999773 2.883430749229996 0.09771487512819721 0.01205393512830658 -0.004956664499113972 2.862589224770076
ib6v20ekq_single_sci.fits 1118 2.6203 4.7536 0.9449 0.021451686497608313 0.012141194744881066 0.012877542000847338 -0.0043606364857692965 2.863255243074631 0.09970675816755686 0.012035928170861899 -0.004454102181869745 2.845112998737339
ib6v21f4q_single_sci.fits 1009 2.6678 4.8643 -2.3133 0.01797581850749647 0.011713530473597042 0.011662443348127185 -0.001004340475390925 2.8869334980194847 0.08804249539713983 0.010565681215964911 -0.0011081996757309948 2.8775605604734977
ib6v21f8q_single_sci.fits 986 2.6814 4.822 -3.5955 0.017991042429981452 0.011554254948822605 0.011559444058251671 0.0009314917928377429 2.902489635794866 0.09103175190871358 0.009357794188094378 0.0018917513056154137 2.8886243712832584
ib6v21fmq_single_sci.fits 967 2.668 4.8376 -1.528 0.018740931866304284 0.011263806436856198 0.012251186592576404 -0.0016039582603078213 2.8872023438438523 0.08341757009304844 0.010943570265182815 -0.0017761181949675364 2.8785436124084836
ib6v21fpq_single_sci.fits 985 2.6736 4.8031 -2.7446 0.018114891471353214 0.011544452177520035 0.012080246209082404 0.00024045225720071653 2.896770409812418 0.0868718030615161 0.010087626909681456 0.0007032123790037451 2.8818298623173955
ib6v21h6q_single_sci.fits 1039 2.6459 4.8192 -1.1358 0.02026189860047018 0.01170141222773408 0.012343595178485742 -0.0031689246539928547 2.8747951174853377 0.08735376102744692 0.011940224776062987 -0.0022000640015719703 2.863637913589553
ib6v21h9q_single_sci.fits 1067 2.6288 4.8083 -1.3192 0.020443468322580583 0.012225531927010154 0.012836465053691742 -0.0022131311852982964 2.8615502340485053 0.09069963775242615 0.012337862740859093 -0.0018462497058116712 2.8511377829672866
ib6v21hdq_single_sci.fits 1010 2.6505 4.7854 -1.712 0.01978508933184139 0.011808018313058602 0.012423177420029928 -0.001114905950619648 2.8804408137102433 0.09422272821182526 0.011639523759999567 -0.0012389590549065047 2.866695707292573
ib6v21hgq_single_sci.fits 1065 2.637 4.8011 -1.8933 0.019756287066521265 0.011677168829702836 0.009767255605029432 -5.906047513212178e-05 2.8712339948495043 0.09534897488007818 0.009125623375210314 0.0005668047118440519 2.858051529068143
ib6v21hnq_single_sci.fits 1066 2.6512 4.8259 -1.2392 0.018908918935280742 0.011848543052011853 0.012662547251527007 -0.0006347813960592541 2.878463914748366 0.08903325311803456 0.011179625872670533 -0.000623818993629649 2.869126559204677
ib6v21hqq_single_sci.fits 1095 2.6395 4.8167 -1.3467 0.01998678571004428 0.011581058967834987 0.010955419039395621 0.0013279363591552512 2.8733781733353054 0.0920246873603095 0.00973817981116311 0.0009334328813000269 2.857131949353694
ib6v22kfq_single_sci.fits 985 2.6684 4.8496 -1.2717 0.017858795654789462 0.01127038151136509 0.011658434269691398 0.0002858936473625964 2.8876139461749104 0.08492778352234558 0.010036557797031968 0.0005280899339550529 2.8741506939962416
ib6v22knq_single_sci.fits 954 2.6908 4.8675 -2.3697 0.019546193445040425 0.011342665185883519 0.011585045713751761 0.0026326299003310784 2.906918717594422 0.08894548044119031 0.009435845310859 0.0037156778271674575 2.890913423450293
ib6v22liq_single_sci.fits 965 2.6597 4.8113 -1.2467 0.018758543644782622 0.011465396476103234 0.012111870926147529 -0.0011614618683915558 2.881465005290617 0.08409122895925529 0.010971839309607533 -0.001085227621884177 2.869113699947863
ib6v22lpq_single_sci.fits 1036 2.661 4.7695 -0.7636 0.018904152770468214 0.011493272901238662 0.011548792727273157 -0.0018704142878813172 2.884271940465117 0.09001277846212863 0.010605347876522748 -0.0009399202335309853 2.8703385489237725
ib6v22lsq_single_sci.fits 1070 2.6246 4.74 -1.5669 0.021338648092001554 0.011790297968994754 0.01296767405140005 -0.0010717144952434997 2.862359034969584 0.0881437625166899 0.011496150245527581 -0.0004084300105079824 2.85105807438742
ib6v22luq_single_sci.fits 988 2.6749 4.8168 -1.5352 0.019619507811038293 0.011657700231891823 0.012128601167737958 0.00013605894924823675 2.894149134405204 0.0900722425298133 0.010510714102692605 0.0003348712177884783 2.877228066820156
ib6v22lxq_single_sci.fits 978 2.6285 4.8389 -2.0311 0.02046571833205155 0.011901998123226851 0.009774688585458186 0.0010604365981970025 2.867790722845183 0.09574499655763108 0.007357693694144619 0.002077363686412894 2.8648522452865386
ib6v22m4q_single_sci.fits 984 2.6598 4.7947 -1.3371 0.01987303379535853 0.011945711194488971 0.012291276047579354 -0.0007149076257575292 2.8844644184465493 0.09372732344716078 0.010197348577967998 -0.0007319835916838273 2.8704034093778943
ib6v22m7q_single_sci.fits 1063 2.6383 4.7831 -1.4886 0.01951381606885484 0.011561573695698261 0.010215143497178314 0.0009046856819480345 2.870795981327753 0.10192464472848829 0.009525560868200694 0.001824435299091673 2.8590117950021554
ib6v22m9q_single_sci.fits 1030 2.643 4.7881 0.7545 0.01934587712446223 0.011902619041901145 0.011603591393624421 -0.002065801061022964 2.8791235856067505 0.09791645584081916 0.01022755906584459 -0.0018560674093146736 2.8608653129836474
ib6v22mcq_single_sci.fits 1030 2.626 4.7598 -0.5842 0.020134768851634482 0.012337898578904952 0.011297713581187138 -0.001756669808759592 2.865930658616359 0.09285248770339961 0.010631995402081503 -0.0008442793072332407 2.853627520920736
ib6v23pnq_single_sci.fits 961 2.6682 4.7859 -2.0076 0.018111248144876076 0.011333868184426239 0.011985963277452336 0.002919920761174984 2.887573193907349 0.08771647385056204 0.010229070393929066 0.0036029897218660587 2.8761261136136604
ib6v23qpq_single_sci.fits 966 2.6565 4.7769 -1.8012 0.01769328158764237 0.011174559330718302 0.011834137358698843 0.0007229457520033198 2.8830066252758675 0.08340999799711996 0.010108137070021148 0.0016888255727311706 2.866630995720485
ib6v23qsq_single_sci.fits 965 2.6651 4.7351 -2.3466 0.018445486710246078 0.011525423532391483 0.011073477790593691 0.0026289287600479295 2.889058619268905 0.09019902924829465 0.008100260119885624 0.0026729540973873204 2.8745502028996817
ib6v23r5q_single_sci.fits 991 2.6442 4.7635 -0.2937 0.01881441182420184 0.011488427542814426 0.012523534614876146 -0.0006174073161818755 2.8796101744528975 0.09149031273951609 0.011300661201638362 9.575336071040407e-05 2.8628344872548244
ib6v23r8q_single_sci.fits 996 2.6279 4.729 -1.585 0.020192994384090043 0.011846141217494796 0.014124844087176718 -0.00017821809975953387 2.8675138848568853 0.08851794042800595 0.012722642609739022 0.0007509291610529947 2.8595647504811375
ib6v23raq_single_sci.fits 987 2.6449 4.7268 -1.9186 0.018994275417990963 0.011786818200898476 0.011918835358685535 0.0008763111739276087 2.8771747440476534 0.1041936140474653 0.010763868755180553 0.0014383923147591872 2.8609988932075203
ib6v23rdq_single_sci.fits 1054 2.63 4.7168 -1.6557 0.0191985310004048 0.011704188415906569 0.010411932245963523 0.0024002984080953647 2.8710838038571715 0.09652662091453214 0.008805726921344785 0.0026095320694784654 2.8609390519939577
ib6v23rkq_single_sci.fits 994 2.6533 4.7552 -1.1056 0.019737173791131893 0.011564448237120788 0.013293172360459814 0.0023443425507848554 2.8803977383712085 0.09511559048290784 0.011706376733773956 0.0028170046090188316 2.8730380464638317
ib6v23rnq_single_sci.fits 1069 2.6337 4.7336 -1.3961 0.02000094064426394 0.011592719711710395 0.009996133564888245 0.0028891257344698363 2.870847549785043 0.09024485428192631 0.008324039604538765 0.004548651803076611 2.853064054927241
ib6v24u6q_single_sci.fits 1027 2.6687 4.7154 2.9049 0.022261563852046293 0.011885109276727833 0.015267111955044297 -0.0071897485251101526 2.89730440499799 0.09546061480123016 0.014174343446120103 -0.0073919342305193945 2.8817140702858706
ib6v24uaq_single_sci.fits 1013 2.6714 4.7886 4.1638 0.022136947472619323 0.011380623872073158 0.014237744156651246 -0.007987405188987834 2.901185913166044 0.09281246417240104 0.013206712845649584 -0.007992225953865019 2.8823977485638785
ib6v24ulq_single_sci.fits 972 2.6531 4.7869 0.9749 0.02235044459005468 0.011765352551361432 0.01417081627695383 -0.0047527752698874855 2.8897955920006755 0.09613996181474996 0.013749651338424002 -0.005084601404737786 2.8731934331805893
ib6v24uoq_single_sci.fits 1044 2.6077 4.7344 0.5358 0.022032296767688465 0.011851119559219877 0.013008655476338312 -0.004621584485216179 2.855043834923986 0.09729151705292609 0.01197515450659846 -0.004008900453794309 2.848437217503324
