Name NStars Mean_size FWHM FOCUS Median_E STD_E Median_E1 Median_E2 Median_W STD_W "Model E1" "Model E2" "Model W"
iabi01vsq_single_sci.fits 1026 2.6548 4.7525 0.86 0.021321722947356972 0.011323615252509214 0.013681356661408411 -0.008092227640508891 2.8795735752883944 0.08901643614098109 0.01246665924770924 -0.008136923355843444 2.8755255627830927
iabi01vvq_single_sci.fits 1079 2.6463 4.7336 0.1413 0.02131718649622047 0.011413711490326037 0.013749191970951974 -0.006749077442889671 2.877991788609895 0.09663355324923652 0.011834907837019359 -0.006830994676258684 2.8759875160707553
iabi01vxq_single_sci.fits 1092 2.6327 4.7135 -0.2136 0.02201331739316114 0.01170460714906843 0.01309697497544631 -0.0068416634686088796 2.8721083726317236 0.10133848188403653 0.01184832743565969 -0.006826523458616587 2.859661985362455
iabi01w0q_single_sci.fits 1088 2.64 4.7172 -0.6408 0.022482492724864307 0.01197374288906176 0.014354286400393958 -0.006224280673048017 2.875342523321162 0.09990094210485949 0.012929478437315815 -0.005628036180689265 2.860743563641583
ib6v01ebq_single_sci.fits 877 2.639 4.7088 -0.3267 0.019017251852279378 0.011501072578886065 0.01251429972263082 -0.002754030063192047 2.860725404680615 0.08343113274224062 0.01138469709031022 -0.00329683722557861 2.8499120355820313
ib6v01eeq_single_sci.fits 909 2.6228 4.7187 -1.1891 0.019705547965463262 0.011724742389453256 0.012488811570252115 -0.0019952782868523774 2.852557269374682 0.07988265690189553 0.01052769680977783 -0.0013271932406122454 2.8479780835378987
ib6v01egq_single_sci.fits 876 2.6331 4.7484 -0.9249 0.01967620503215139 0.01145979085094804 0.013401702398736188 -0.002106571792583176 2.862044807428077 0.08514405197245865 0.01154586055799949 -0.0018484040253278684 2.8502272585146695
ib6v01ejq_single_sci.fits 946 2.6234 4.7407 0.4467 0.020025196085295578 0.011334951728837276 0.013668142743658955 -0.0020987319263944433 2.856425375944534 0.08058972149827964 0.0117846379398408 -0.0019462799555676111 2.850022783711008
ib6v01elq_single_sci.fits 762 2.6657 4.7606 -0.3723 0.01862212115829498 0.011327889926253729 0.014266095672783745 -0.0029605040690030234 2.8752721925161517 0.07706410017865946 0.012489385355558167 -0.0035873789333782506 2.8603559717572145
ib6v01eoq_single_sci.fits 902 2.6384 4.7777 -0.8505 0.019196434036429615 0.01132928279882062 0.013041418128066742 -0.0022514353016558656 2.861232583980491 0.07643201995773415 0.01121945012951039 -0.0022891947295874526 2.8603398717101505
ib6v01eqq_single_sci.fits 770 2.6532 4.7582 -0.5625 0.018201529847290482 0.010861096172228038 0.012695361244529607 -0.0018971037377174408 2.8670009128504415 0.07413512394016526 0.011327876974488484 -0.0028083549109451733 2.8564387562647133
ib6v01etq_single_sci.fits 931 2.6294 4.7664 0.8081 0.02006145232834973 0.011769044615157247 0.013022919303862847 -0.0020630346168990423 2.8587131450124073 0.08170545213978204 0.010455336196987767 -0.002274553863278516 2.849106107473977
ib6v02a1q_single_sci.fits 727 2.6604 4.7872 0.4903 0.018223703864168602 0.011016144450304678 0.012780731995192252 -0.003206948935442834 2.8697419096658248 0.06738762071042112 0.01219772591396201 -0.002992403214271382 2.8628770432247332
ib6v02a4q_single_sci.fits 824 2.6414 4.7817 0.1667 0.0188999565848424 0.011202562920614393 0.01248343479271697 -0.003032471036710571 2.865451677314397 0.07498744913873898 0.01108778634909464 -0.00246979064881692 2.856017503793743
ib6v02xsq_single_sci.fits 719 2.6455 4.7021 2.6643 0.01826812504451825 0.011268102186287158 0.012454372799816737 -0.0051080825218896885 2.85711902544965 0.07075751179899101 0.011729276140259655 -0.0043904967652101876 2.848044900204454
ib6v02xvq_single_sci.fits 809 2.6311 4.7127 1.924 0.01971061069608708 0.011365738364047513 0.013548153599436794 -0.004578466027182267 2.852005900866896 0.07455869744593883 0.012511545358932773 -0.0033945926149025808 2.8570755896007016
ib6v02xxq_single_sci.fits 717 2.654 4.7535 0.4535 0.01787197986124373 0.011164857221799837 0.01347995707489414 -0.0037273115580597873 2.8642504143042915 0.06490051218992678 0.013000957804378094 -0.003187684708774629 2.865774932691754
ib6v02y0q_single_sci.fits 818 2.6348 4.7168 -0.1026 0.018542012642923933 0.011317622466434212 0.012397020471343102 -0.0025284363987106906 2.8553484046143365 0.07063286716028715 0.012354220608380517 -0.0022527218232927197 2.8615136307027864
ib6v02zvq_single_sci.fits 745 2.657 4.7674 2.5591 0.018647574850395764 0.011115391376654191 0.012070441463078486 -0.004982151458624871 2.872959423016425 0.07697056639374199 0.010812797627361656 -0.004670141950046843 2.8606587608191822
ib6v02zyq_single_sci.fits 807 2.6393 4.7639 1.6332 0.019769302115080174 0.01132723790788886 0.01219023635004714 -0.004883757408190319 2.863636301874568 0.0758002004945942 0.011497777167806113 -0.004462882048400597 2.8639509234164824
ib6v03idq_single_sci.fits 587 2.6642 4.8015 -1.4384 0.017434672243641758 0.010752793781090475 0.012498048520499926 -0.0013630346470543896 2.8654875289326673 0.06394708438520069 0.011609874442975454 -0.001698128278434139 2.8734332048021893
ib6v03igq_single_sci.fits 611 2.6492 4.805 -1.9391 0.017813379024219495 0.011233846297776545 0.011685208788808256 -0.001027283733181352 2.86112196843056 0.06354009892320377 0.01078226055461389 -0.0006417590668886006 2.868497645795103
ib6v03iiq_single_sci.fits 591 2.6693 4.7409 -2.3673 0.018853051002695305 0.010990892647368397 0.012349032051557341 0.00014930889279079815 2.8744680799497417 0.06391822956506224 0.010375788995140498 0.00043884947864783415 2.8709931011054968
ib6v03ilq_single_sci.fits 623 2.6546 4.7768 -2.1644 0.017554958126269966 0.011222881358207265 0.011613445420180496 0.0012287903848005246 2.8712805161842647 0.06465108048108287 0.009906862170454672 0.0008890724552274213 2.8659294106233286
ib6v03inq_single_sci.fits 584 2.6658 4.8001 -1.1038 0.017380427644300464 0.011033093949570003 0.012728541705372364 -0.0012977381160956605 2.871005714521707 0.06524783203382484 0.010604186051890344 -0.0014688787866862878 2.8673489600052084
ib6v03iqq_single_sci.fits 613 2.6605 4.7771 -1.5242 0.017614817847289212 0.011181343739348332 0.01288679624271142 -0.0011469413044715782 2.870071028150103 0.06511225271635279 0.011353915252409903 -0.0007389745226632581 2.8762609173916704
ib6v03isq_single_sci.fits 646 2.6534 4.8164 -0.8847 0.017972096605935357 0.011269814409105607 0.012264291100922892 -0.002047799565775797 2.863796041651778 0.07655498371545971 0.01199921367407597 -0.0014172333025974527 2.8644614296160626
ib6v03ivq_single_sci.fits 668 2.6444 4.7981 -1.3175 0.019151473255006397 0.011458878200911047 0.01315961325284064 -0.001831764754197895 2.8643251696462766 0.0721397086098389 0.011384724162663454 -0.0006703872524104816 2.863835033024445
ib6v04afq_single_sci.fits 571 2.6701 4.8275 0.7018 0.020368989330146366 0.01169229790775455 0.013906334762271006 -0.003326280367057441 2.8714137913942954 0.0796109203998462 0.012027726947169255 -0.002954291611860812 2.866187310986494
ib6v04aiq_single_sci.fits 535 2.663 4.8191 -1.5259 0.019233573467118424 0.011079547676236562 0.013864829706558928 -0.0017715982815535642 2.86689456822571 0.06724250198661756 0.010963771743648171 -0.0018157282891575056 2.8629473428658905
ib6v04akq_single_sci.fits 475 2.6807 4.739 -2.3477 0.016462504428330818 0.010697661091399443 0.011630704421210248 -0.00045814992021996125 2.868663818518147 0.06110257908672955 0.011296466979021348 -0.0003505705671600107 2.873726142964879
ib6v04anq_single_sci.fits 560 2.6467 4.7068 -2.0092 0.018131556945764044 0.011264296853834531 0.010868638617448365 -0.0012618002647740859 2.8526163439736263 0.0734751698010421 0.010293398572455478 -0.0008301640993005294 2.8658944265726864
ib6v04apq_single_sci.fits 474 2.688 4.7746 0.5842 0.017800304667319997 0.010615736590028044 0.013839967132440666 -0.0027643458929039874 2.875677822988777 0.06286253310863776 0.012824860282000873 -0.0022402909399486266 2.875891294878769
ib6v04asq_single_sci.fits 499 2.6679 4.7812 -1.4032 0.0179230880973751 0.011377995212627626 0.012844236411206932 -0.0011282134535104031 2.866853211407841 0.058612876588919206 0.012741781124100876 -5.942482371681222e-05 2.872657619468285
ib6v04auq_single_sci.fits 479 2.688 4.788 -2.1071 0.017193785577647055 0.01090135410990268 0.014025974365876397 -0.0005323201647274573 2.8714977183575954 0.05720519629646708 0.013579848070348604 -3.2416721714019496e-05 2.8798703056370165
ib6v04axq_single_sci.fits 472 2.666 4.7713 -1.7672 0.01888544401583771 0.011159182294076926 0.013491171154060316 -0.0014926544780104925 2.862639279899028 0.06302734850050903 0.012166666773068057 -0.0012834357765621166 2.873142364916453
ib6v06cjq_single_sci.fits 428 2.692 4.8163 2.2534 0.018277702530027674 0.010014199061874968 0.015146989178476015 -0.003688445902032967 2.8769706230676846 0.056148343755952755 0.01324049292134128 -0.004014627039340218 2.876183672896627
ib6v06cmq_single_sci.fits 522 2.6603 4.7762 1.1898 0.02003023998502733 0.010714684882971412 0.013991800931751244 -0.004568612595675526 2.865855072374843 0.058703967948015044 0.012749204090537654 -0.003913085811630896 2.8653890316049275
ib6v06coq_single_sci.fits 384 2.7017 4.8612 -0.1951 0.01816087598677755 0.010763304937815878 0.014511312885600095 -0.0028792708409782143 2.8768007601789614 0.05958796135282149 0.012351922220730348 -0.0024811152298536854 2.877675668860104
ib6v06crq_single_sci.fits 503 2.6435 4.8251 -1.041 0.018788428005828438 0.011705793952955663 0.012133240609427793 -0.0009470497182435591 2.863969748904138 0.06645471365312909 0.010363579251709122 -0.0003493843369893897 2.8595965842428663
ib6v06ctq_single_sci.fits 397 2.6964 4.6784 2.3368 0.01713671812042853 0.010480914445365716 0.014671194590323492 -0.003760020957558453 2.8736145690516954 0.054803729983783224 0.011682347552506049 -0.0032334094732916923 2.8800722306762174
ib6v06cwq_single_sci.fits 516 2.6572 4.6852 1.3943 0.01967498699141755 0.011351163915227858 0.013102080015332543 -0.004445737748978686 2.863227290979774 0.06290078940598001 0.011857356005303795 -0.004172112209887488 2.8708002384241267
ib6v06cyq_single_sci.fits 392 2.6978 4.7287 -0.3271 0.015854872458438283 0.010332611567077713 0.012303378974908168 -0.0022860085206253835 2.8772160027585096 0.053083739681574295 0.011787488561019438 -0.0026770048020143687 2.881536714760592
ib6v06d1q_single_sci.fits 498 2.6514 4.7515 -1.0103 0.01968447791150854 0.010938557017623647 0.011994519442427833 -0.001920153410861387 2.863646759841333 0.06558951207086326 0.010974926332302858 -0.00041120270264508025 2.876185849183401
ib6v07xgq_single_sci.fits 482 2.6686 4.7019 -1.5525 0.01848846012100578 0.011025273280854387 0.013049934938381712 -0.0031755260363847937 2.8642333620084792 0.06400604207754772 0.012317415797793142 -0.0027547147446445536 2.8710976105389587
ib6v07xjq_single_sci.fits 503 2.6455 4.7009 -1.0415 0.018065891243512655 0.01114388808680396 0.013137953581714474 -0.002847181463636322 2.857044203911835 0.06260709194600948 0.01252208192301367 -0.0026869789982862683 2.8618842214101927
ib6v07xlq_single_sci.fits 482 2.6755 4.7511 -1.3945 0.017449995909472278 0.011083212021155338 0.011138692205811138 -0.003446879873188556 2.866368348910191 0.06145624750337073 0.010679025652261122 -0.003024022012696884 2.8732493555608967
ib6v07xoq_single_sci.fits 515 2.6493 4.721 -1.0705 0.018587524728170355 0.010839894809404858 0.010287607787788571 -0.0030504716606044734 2.857464056528464 0.06147464732189338 0.010526279176967437 -0.0029547431581974674 2.867744192509318
ib6v07xqq_single_sci.fits 502 2.6745 4.7823 -1.6292 0.0190354965474729 0.011433484683913659 0.014966282007299854 -0.0034668697992618937 2.878377765995572 0.0662324737538329 0.013755239213190676 -0.0034599951414608417 2.874741497914316
ib6v07xtq_single_sci.fits 518 2.6526 4.7826 -0.9097 0.018818897089298306 0.011388604886926725 0.014969669733866653 -0.0031466900251675566 2.860796148279321 0.06290691310493664 0.013016718035573232 -0.0027898290780917732 2.869186389859609
ib6v07xvq_single_sci.fits 478 2.6714 4.7511 -1.1292 0.018160360229544238 0.011026248284019869 0.014294519345037691 -0.0034589512532095436 2.869345979288811 0.06277412974008266 0.012512863628768658 -0.002999573377648089 2.8736620764698975
ib6v07xyq_single_sci.fits 524 2.6508 4.7782 -1.1763 0.019724645836462676 0.011123013507959571 0.012471266100654698 -0.0028873155909624826 2.8600558186281164 0.06612495318211914 0.012332937764485729 -0.0033913661414954905 2.8694875879407507
ib6v08xuq_single_sci.fits 547 2.7003 4.8015 1.4955 0.01962477483605699 0.010929620333286226 0.014579001099949335 -0.005944762988805592 2.8893427130201865 0.06899920392283063 0.012658328930725164 -0.00548620319183881 2.883881545839846
ib6v08xxq_single_sci.fits 589 2.6695 4.7741 -0.2202 0.02024618330492052 0.011379041193605782 0.013688305101999034 -0.005796909559715508 2.8665573066306527 0.06605641147409247 0.012472272328391336 -0.005078253566382246 2.8740466929620854
ib6v08xzq_single_sci.fits 571 2.681 4.7406 -1.8809 0.018257769820722844 0.011125109668392901 0.013229559698111976 -0.0031151110101700634 2.87059971683745 0.06171508728095294 0.011720727996196837 -0.0030474609412018206 2.8744418509719325
ib6v08y2q_single_sci.fits 522 2.6429 4.7572 -1.7047 0.019138076114831114 0.011296373779606735 0.010019993240116227 -0.0026387191086029186 2.8596215622299086 0.06505261767248102 0.010703704862189689 -0.002029482008068359 2.865646056295222
ib6v08y4q_single_sci.fits 497 2.7004 4.788 1.4765 0.02051066464104226 0.010831526528533066 0.014391542148985303 -0.006168719148686515 2.885633465833482 0.06374179134386253 0.013334351133116552 -0.006769646217035548 2.8884533903514447
ib6v08y7q_single_sci.fits 590 2.6635 4.7789 -0.1899 0.01877821998721002 0.010783724842932834 0.012446063043616578 -0.004846185898712871 2.8687877089393927 0.0683562453592247 0.011872590962865661 -0.0044707617533001785 2.8761556860654354
ib6v08y9q_single_sci.fits 511 2.6909 4.8142 -1.6829 0.01935108330693019 0.010918595101182493 0.014429702164488628 -0.0033153332037435855 2.8765428802605104 0.062025306619569724 0.011943273992316183 -0.003987885519206831 2.879304453826621
ib6v08ycq_single_sci.fits 580 2.6453 4.7974 -2.6241 0.01896942960285173 0.011223498233916567 0.011020275957663096 -0.0022562423312997007 2.860265532102736 0.068331486720423 0.009978714397048831 -0.0018825125632811763 2.8626016631464677
ib6v09taq_single_sci.fits 571 2.6577 4.6947 -0.9017 0.0175484103978873 0.011246589842107385 0.011714376005684594 -0.002929510544348644 2.863638813964332 0.07110636549943349 0.011436346231435282 -0.0025049983922965182 2.8660779489592496
ib6v09tdq_single_sci.fits 586 2.6427 4.7124 -1.0228 0.018579777902870583 0.010875414770117902 0.012860316053783846 -0.0037576009333423963 2.8555085684220725 0.06513059422964591 0.011535696109846661 -0.002190462265944359 2.8583214999302324
ib6v09tfq_single_sci.fits 533 2.6643 4.7266 -1.649 0.01658384980468986 0.010763873390352275 0.011390603308882747 -0.0028239289559094 2.8671264490158297 0.061880023789879314 0.011281674576366202 -0.0022305675274484162 2.8685023476154683
ib6v09tiq_single_sci.fits 624 2.6459 4.7877 -2.4463 0.017478234476840306 0.011555673723435961 0.00962445297622692 -0.0013442717429311586 2.8617230635820246 0.07679886484029345 0.009849411471132243 -0.0013848056664898059 2.8631860898797576
ib6v09tkq_single_sci.fits 577 2.6635 4.7671 -0.2338 0.01796823691986543 0.011306653911777098 0.011629521262130732 -0.0030758195278508876 2.866127038787739 0.06726008088944642 0.011583985566199932 -0.0024349231699485004 2.872096851745096
ib6v09tnq_single_sci.fits 576 2.6448 4.7374 -0.668 0.017623699461716116 0.010820749999873645 0.011848785406471211 -0.0038345624508056824 2.861563785022292 0.07052637110865904 0.012176310593104998 -0.0032234374273294427 2.8603608056375807
ib6v09tpq_single_sci.fits 617 2.6623 4.8423 -1.4987 0.019222047907523458 0.011475872270534837 0.013294977586908783 -0.0029577233234710423 2.866116328443689 0.07055920208456079 0.010731153389306648 -0.0021394666571881754 2.8659548265305026
ib6v09tsq_single_sci.fits 640 2.6468 4.7873 -2.3287 0.017727170775302427 0.011467174614725913 0.010105374099512836 -0.0022478163746098333 2.8601534313583734 0.0768558414398966 0.009807905267546175 -0.0023058132970209333 2.8613342677552485
ib6v10o4q_single_sci.fits 644 2.6605 4.725 -1.4976 0.018495362027036395 0.01078332075602939 0.013833272652790586 -0.003580425615339951 2.868059202877909 0.07047066301125901 0.011915157771249192 -0.0026321105127041404 2.8610300600783045
ib6v10o7q_single_sci.fits 764 2.6324 4.7327 -2.1517 0.018901675676307225 0.011443167712387013 0.012285449688240167 -0.0018426638264888782 2.858121168460274 0.07657869210823119 0.011155198100930318 -0.002394803622502638 2.857331792776462
ib6v10o9q_single_sci.fits 699 2.655 4.7856 -2.4033 0.017554222251416726 0.011546211910228612 0.012129349408014217 -0.0013357778488531549 2.8704706436597087 0.07531725712519947 0.011848477907463106 -0.0015903344834318957 2.8644048641401407
ib6v10oeq_single_sci.fits 701 2.6573 4.7831 -1.4478 0.01932388004611981 0.011299792390792998 0.012619143708963826 -0.0027581857463143526 2.870627735565387 0.08021665175200407 0.011827636689080196 -0.0030406232876235254 2.8720451244409477
ib6v10ohq_single_sci.fits 777 2.6428 4.7795 -2.5846 0.019535661802995527 0.011472358899773969 0.012529108992141231 -0.001652237113581603 2.8598505513576935 0.06959989160604896 0.011624188784370345 -0.0023804496971478106 2.8610726309057193
ib6v10ojq_single_sci.fits 724 2.6483 4.7641 -2.3929 0.01885897062961834 0.011445862419337344 0.012846965353990015 -0.0013108660471902497 2.868296101981751 0.07888931298844862 0.0120963858017548 -0.000743822651183526 2.8666433457970677
ib6v10omq_single_sci.fits 806 2.6307 4.7594 -1.7124 0.020038390769092883 0.011974568323859217 0.011990276417078956 -0.00187839372220858 2.8566142770048186 0.0828366426931185 0.011475254634371044 -0.0019525085400648374 2.854288162220975
ib6v11lrq_single_sci.fits 844 2.6323 4.6852 1.5587 0.018383909929932538 0.011273254167134312 0.010645938609363338 -0.004016691655831346 2.8573082099100184 0.07573771793155795 0.010063978522194785 -0.003824629410511943 2.8473722203490324
ib6v11luq_single_sci.fits 907 2.6242 4.708 -0.3743 0.01846902994211467 0.011709104688298156 0.011595884904506911 -0.0026428280658177625 2.854812268392059 0.0901874821311863 0.008806299005904157 -0.0022512063748505906 2.8480476892371622
ib6v11lwq_single_sci.fits 811 2.6609 4.7799 -2.2981 0.017474636660549943 0.011469834380788411 0.010728960459884734 9.01139328080007e-05 2.8777359876698507 0.07986245858400781 0.00933763050313416 -7.736291029913475e-05 2.8677009882072557
ib6v11lzq_single_sci.fits 929 2.6497 4.7897 -2.3016 0.018724797615685587 0.011297733184051487 0.01060684109164593 0.0017118545631092435 2.8737991658125526 0.08074388402511579 0.009062739672401463 0.0018377292814920406 2.8717426291439083
ib6v11m1q_single_sci.fits 854 2.651 4.7537 1.8251 0.01944260743831927 0.01127492639021827 0.012941163199362261 -0.003741622422404123 2.8767325970025848 0.0806329196612724 0.011454651307069543 -0.0038108673628569766 2.8633220295744612
ib6v11m4q_single_sci.fits 918 2.6271 4.759 -0.3462 0.01958173056769482 0.01157151921785288 0.011036601213192578 -0.002083161001214748 2.8623609677704254 0.08369825894583831 0.009818458485987626 -0.0020496898134303304 2.8572892206978224
ib6v11m6q_single_sci.fits 852 2.6591 4.7886 -2.0628 0.017020145260263048 0.011535927214213641 0.010364696018420584 5.3403774093852607e-05 2.8782860011015154 0.0840912501891259 0.009021898276510485 0.0005893034540164095 2.868691466060871
ib6v11m9q_single_sci.fits 922 2.6495 4.8102 -2.4611 0.018681363520687718 0.011505377244696326 0.010576684343284608 0.002272606043692953 2.8767590771232507 0.08121161386751655 0.007876478566219841 0.0016943412286195918 2.8596423543192344
ib6v12ncq_single_sci.fits 1072 2.6481 4.7565 0.161 0.018385542053604504 0.011505931413399688 0.010755452032089486 -0.00026648880855149046 2.879354697324149 0.09260087408652813 0.00964227343732379 -0.00019097419054175404 2.8691824736128866
ib6v12nfq_single_sci.fits 1141 2.6248 4.7462 -1.0238 0.020127935961873945 0.011773610221058663 0.010793958019223771 0.0006805949803656302 2.8676440634157556 0.09853343174754076 0.009342951656260657 0.0003626696372073513 2.857766287713883
ib6v12nhq_single_sci.fits 1057 2.6614 4.7573 -1.8752 0.018568575050122424 0.011585431515781855 0.012067830182213433 0.0012370686739717886 2.888195124450692 0.08629644037948415 0.009411027506990391 0.0013606126855070738 2.8710727743065667
ib6v12nkq_single_sci.fits 1124 2.6368 4.7163 -2.0247 0.019140061814826394 0.01166533949930165 0.010877415241167438 0.00020524504148733815 2.873412842340702 0.09098670751157428 0.008842093160995629 0.0011446170441630574 2.8593454718906544
ib6v12nmq_single_sci.fits 1120 2.6552 4.7776 0.3179 0.018934157514733894 0.011466101436131958 0.011101997064823607 -0.0005379921077872101 2.8863608155336515 0.09163303285277717 0.010273175791150292 -0.0007318161956733345 2.8664947126388514
ib6v12npq_single_sci.fits 1187 2.6327 4.7622 -1.3497 0.020023260161989857 0.011885424976681918 0.010566892583610763 0.0003088980687523339 2.8728633255260316 0.10047542530806634 0.00926897678728447 -0.0004481009643674198 2.8548824763094043
